ID,CustomerID,Date,TotalPrice,Fee,Status
OD00268,,20180123,145,5,1
OD00269,,20180110,358,5,-1
OD00270,,20180125,4303,5,2
OD00271,,20180116,933,5,1
OD00272,,20180101,3187,5,2
OD00273,,20180117,5326,5,0
OD00274,,20180114,819,5,2
OD00275,,20180104,285,5,2
OD00276,,20180130,913,5,2
OD00277,,20180129,3949,5,2
OD00278,,20180103,27,5,2
OD00279,,20180109,2660,5,-1
OD00280,,20180123,2159,5,0
OD00281,,20180125,180,5,-1
OD00282,,20180112,1074,5,0
OD00283,,20180113,5150,5,0
OD00284,,20180105,272,5,2
OD00285,,20180128,466,5,2
OD00286,,20180116,2440,5,1
OD00287,,20180113,1250,5,0
OD00288,,20180107,1847,5,2
OD00289,,20180111,1652,5,1
OD00290,,20180125,758,5,1
OD00291,,20180113,3194,5,1
OD00292,,20180121,423,5,-1
OD00293,,20180125,2533,5,0
OD00294,,20180106,931,5,0
OD00295,,20180109,3074,5,1
OD00296,,20180102,238,5,1
OD00297,,20180108,2560,5,1
OD00298,,20180113,496,5,1
OD00299,,20180116,1288,5,-1
OD00300,,20180127,60,5,2
OD00301,,20180104,1535,5,0
OD00302,,20180113,657,5,1
OD00303,,20180125,1604,5,-1
OD00304,,20180105,3265,5,1
OD00305,,20180112,2243,5,-1
OD00306,,20180101,1369,5,2
OD00307,,20180103,1223,5,0
OD00308,,20180115,922,5,-1
OD00309,,20180107,1788,5,1
OD00310,,20180115,1808,5,2
OD00311,,20180101,823,5,2
OD00312,,20180118,295,5,0
OD00313,,20180118,100,5,0
OD00314,,20180103,984,5,1
OD00315,,20180105,3800,5,1
OD00316,,20180118,495,5,-1
OD00317,,20180114,45,5,2
OD00318,,20180103,982,5,1
OD00319,,20180106,1024,5,2
OD00320,,20180110,799,5,1
OD00321,,20180105,1250,5,0
OD00322,,20180105,844,5,1
OD00323,,20180101,2701,5,0
OD00324,,20180124,270,5,1
OD00325,,20180116,1883,5,2
OD00326,,20180128,456,5,0
OD00327,,20180126,1150,5,-1
OD00328,,20180126,220,5,1
OD00329,,20180112,2271,5,1
OD00330,,20180115,124,5,1
OD00331,,20180123,1005,5,-1
OD00332,,20180125,80,5,1
OD00333,,20180115,2048,5,1
OD00334,,20180102,1274,5,-1
OD00335,,20180111,729,5,0
OD00336,,20180123,2136,5,-1
OD00337,,20180120,519,5,-1
OD00338,,20180113,4410,5,1
OD00339,,20180110,1243,5,1
OD00340,,20180127,4888,5,2
OD00341,,20180118,1600,5,0
OD00342,,20180119,636,5,0
OD00343,,20180113,90,5,-1
OD00344,,20180102,1956,5,-1
OD00345,,20180125,3338,5,2
OD00346,,20180116,1552,5,-1
OD00347,,20180104,4153,5,1
OD00348,,20180121,393,5,0
OD00349,,20180112,2698,5,0
OD00350,,20180111,564,5,2
OD00351,,20180114,63,5,-1
OD00352,,20180107,3176,5,2
OD00353,,20180115,1144,5,1
OD00354,,20180125,520,5,2
OD00355,,20180123,398,5,0
OD00356,,20180118,3715,5,0
OD00357,,20180101,2384,5,0
OD00358,,20180114,84,5,1
OD00359,,20180107,258,5,-1
OD00360,,20180112,525,5,0
OD00361,,20180108,21,5,-1
OD00362,,20180127,1866,5,1
OD00363,,20180121,1303,5,0
OD00364,,20180126,258,5,-1
OD00365,,20180113,1417,5,2
OD00366,,20180122,2112,5,0
OD00367,,20180117,2156,5,0
OD00368,,20180107,2562,5,1
OD00369,,20180114,164,5,1
OD00370,,20180103,376,5,1
OD00371,,20180102,2249,5,0
OD00372,,20180101,782,5,2
OD00373,,20180106,1088,5,1
OD00374,,20180106,2455,5,1
OD00375,,20180108,1578,5,0
OD00376,,20180115,1020,5,0
OD00377,,20180125,3033,5,1
OD00378,,20180105,2613,5,-1
OD00379,,20180118,4344,5,1
OD00380,,20180113,999,5,1
OD00381,,20180116,2161,5,0
OD00382,,20180124,3834,5,1
OD00383,,20180109,449,5,-1
OD00384,,20180120,3367,5,1
OD00385,,20180103,3056,5,0
OD00386,,20180126,840,5,1
OD00387,,20180107,562,5,2
OD00388,,20180107,1794,5,-1
OD00389,,20180126,1743,5,0
OD00390,,20180125,1379,5,0
OD00391,,20180127,4774,5,-1
OD00392,,20180106,1887,5,1
OD00393,,20180124,2538,5,1
OD00394,,20180119,1917,5,0
OD00395,,20180107,1069,5,1
OD00396,,20180118,2851,5,0
OD00397,,20180125,2364,5,2
OD00398,,20180105,2279,5,2
OD00399,,20180107,992,5,2
OD00400,,20180107,608,5,0
OD00401,,20180110,1738,5,-1
OD00402,,20180119,2550,5,-1
OD00403,,20180123,846,5,-1
OD00404,,20180106,6010,5,-1
OD00405,,20180101,2826,5,2
OD00406,,20180127,432,5,1
OD00407,,20180112,1758,5,0
OD00408,,20180130,2633,5,1
OD00409,,20180126,1170,5,0
OD00410,,20180129,1187,5,1
OD00411,,20180102,1438,5,0
OD00412,,20180106,105,5,0
OD00413,,20180114,3866,5,-1
OD00414,,20180114,1296,5,1
OD00415,,20180111,367,5,-1
OD00416,,20180103,98,5,0
OD00417,,20180109,3291,5,-1
OD00418,,20180106,4717,5,2
OD00419,,20180124,109,5,-1
OD00420,,20180115,3235,5,-1
OD00421,,20180120,347,5,0
OD00422,,20180121,941,5,0
OD00423,,20180122,3804,5,1
OD00424,,20180117,4145,5,2
OD00425,,20180130,2450,5,1
OD00426,,20180108,3641,5,1
OD00427,,20180101,686,5,2
OD00428,,20180101,2733,5,0
OD00429,,20180125,128,5,2
OD00430,,20180109,470,5,1
OD00431,,20180115,913,5,2
OD00432,,20180117,3263,5,1
OD00433,,20180123,2232,5,2
OD00434,,20180108,1242,5,1
OD00435,,20180115,158,5,0
OD00436,,20180110,1274,5,2
OD00437,,20180106,1167,5,0
OD00438,,20180114,3664,5,1
OD00439,,20180114,1516,5,1
OD00440,,20180124,677,5,0
OD00441,,20180127,657,5,2
OD00442,,20180118,2155,5,2
OD00443,,20180107,3125,5,1
OD00444,,20180124,2370,5,0
OD00445,,20180119,1259,5,-1
OD00446,,20180105,3089,5,2
OD00447,,20180111,5247,5,2
OD00448,,20180113,523,5,2
OD00449,,20180129,46,5,0
OD00450,,20180101,180,5,1
OD00451,,20180127,3282,5,-1
OD00452,,20180110,192,5,0
OD00453,,20180118,642,5,-1
OD00454,,20180121,1146,5,-1
OD00455,,20180118,1669,5,2
OD00456,,20180104,60,5,2
OD00457,,20180106,1670,5,-1
OD00458,,20180112,506,5,2
OD00459,,20180104,84,5,0
OD00460,,20180119,248,5,-1
OD00461,,20180108,601,5,1
OD00462,,20180121,2538,5,2
OD00463,,20180125,2012,5,0
OD00464,,20180130,808,5,0
OD00465,,20180118,96,5,2
OD00466,,20180108,2656,5,0
OD00467,,20180122,2539,5,-1
OD00468,,20180116,274,5,1
OD00469,,20180124,4393,5,0
OD00470,,20180103,2962,5,2
OD00471,,20180124,3117,5,0
OD00472,,20180104,537,5,2
OD00473,,20180109,1237,5,2
OD00474,,20180103,554,5,-1
OD00475,,20180108,148,5,-1
OD00476,,20180124,1767,5,2
OD00477,,20180101,515,5,0
OD00478,,20180115,497,5,1
OD00479,,20180119,188,5,2
OD00480,,20180117,851,5,0
OD00481,,20180117,1332,5,-1
OD00482,,20180120,1776,5,1
OD00483,,20180126,4831,5,2
OD00484,,20180119,1768,5,2
OD00485,,20180118,2066,5,0
OD00486,,20180113,3937,5,0
OD00487,,20180105,1132,5,0
OD00488,,20180123,145,5,-1
OD00489,,20180128,1731,5,-1
OD00490,,20180126,1851,5,1
OD00491,,20180103,3641,5,2
OD00492,,20180110,4485,5,1
OD00493,,20180122,1406,5,-1
OD00494,,20180116,1731,5,-1
OD00495,,20180102,196,5,2
OD00496,,20180116,2421,5,2
OD00497,,20180130,44,5,2
OD00498,,20180123,2788,5,-1
OD00499,,20180130,1213,5,-1
OD00500,,20180118,2113,5,-1
OD00501,,20180124,3189,5,-1
OD00502,,20180112,914,5,1
OD00503,,20180115,2009,5,0
OD00504,,20180129,1379,5,1
OD00505,,20180101,187,5,0
OD00506,,20180129,4056,5,2
OD00507,,20180106,1292,5,-1
OD00508,,20180113,116,5,2
OD00509,,20180110,1129,5,2
OD00510,,20180102,5783,5,-1
OD00511,,20180115,1879,5,1
OD00512,,20180122,1273,5,0
OD00513,,20180124,954,5,-1
OD00514,,20180119,292,5,0
OD00515,,20180108,3012,5,0
OD00516,,20180115,628,5,0
OD00517,,20180113,1124,5,-1
OD00518,,20180102,501,5,0
OD00519,,20180127,2859,5,0
OD00520,,20180103,127,5,0
OD00521,,20180109,1453,5,1
OD00522,,20180119,5670,5,1
OD00523,,20180106,2934,5,-1
OD00524,,20180105,2332,5,0
OD00525,,20180113,7262,5,0
OD00526,,20180116,4735,5,1
OD00527,,20180103,1053,5,2
OD00528,,20180109,1033,5,0
OD00529,,20180130,517,5,0
OD00530,,20180103,1001,5,0
OD00531,,20180124,4725,5,1
OD00532,,20180110,473,5,1
OD00533,,20180126,58,5,0
OD00534,,20180108,710,5,1
OD00535,,20180121,273,5,0
OD00536,,20180110,2336,5,-1
OD00537,,20180103,1767,5,0
OD00538,,20180101,3165,5,0
OD00539,,20180117,2143,5,-1
OD00540,,20180122,1021,5,-1
OD00541,,20180118,3824,5,-1
OD00542,,20180127,1596,5,-1
OD00543,,20180112,5153,5,-1
OD00544,,20180114,2117,5,-1
OD00545,,20180116,1388,5,0
OD00546,,20180118,1125,5,1
OD00547,,20180113,235,5,2
OD00548,,20180124,1608,5,-1
OD00549,,20180116,945,5,0
OD00550,,20180126,1346,5,1
OD00551,,20180128,576,5,2
OD00552,,20180128,2393,5,-1
OD00553,,20180101,1155,5,2
OD00554,,20180122,908,5,-1
OD00555,,20180124,3715,5,1
OD00556,,20180118,1220,5,2
OD00557,,20180116,333,5,0
OD00558,,20180101,1229,5,2
OD00559,,20180102,2246,5,2
OD00560,,20180105,2395,5,2
OD00561,,20180127,794,5,-1
OD00562,,20180114,60,5,1
OD00563,,20180123,341,5,0
OD00564,,20180119,1189,5,1
OD00565,,20180124,1223,5,-1
OD00566,,20180121,3468,5,0
OD00567,,20180123,1054,5,0
OD00568,,20180112,2063,5,2
OD00569,,20180108,2984,5,0
OD00570,,20180128,2627,5,1
OD00571,,20180104,380,5,1
OD00572,,20180107,2261,5,2
OD00573,,20180125,493,5,2
OD00574,,20180120,3277,5,0
OD00575,,20180104,922,5,1
OD00576,,20180105,928,5,-1
OD00577,,20180106,1486,5,0
OD00578,,20180111,3120,5,2
OD00579,,20180103,725,5,1
OD00580,,20180126,1305,5,0
OD00581,,20180113,1651,5,0
OD00582,,20180115,756,5,1
OD00583,,20180128,2191,5,2
OD00584,,20180105,392,5,-1
OD00585,,20180114,778,5,1
OD00586,,20180122,1515,5,1
OD00587,,20180121,1047,5,-1
OD00588,,20180125,453,5,2
OD00589,,20180102,1469,5,2
OD00590,,20180110,2341,5,-1
OD00591,,20180103,1034,5,2
OD00592,,20180101,933,5,2
OD00593,,20180127,4226,5,2
OD00594,,20180101,140,5,0
OD00595,,20180111,2641,5,0
OD00596,,20180130,465,5,-1
OD00597,,20180113,1147,5,1
OD00598,,20180112,836,5,0
OD00599,,20180122,281,5,-1
OD00600,,20180119,2444,5,2
OD00601,,20180108,125,5,0
OD00602,,20180103,2993,5,0
OD00603,,20180115,2422,5,-1
OD00604,,20180122,280,5,-1
OD00605,,20180103,1217,5,1
OD00606,,20180101,1247,5,2
OD00607,,20180112,653,5,2
OD00608,,20180130,2087,5,1
OD00609,,20180115,3126,5,0
OD00610,,20180102,84,5,1
OD00611,,20180128,2310,5,2
OD00612,,20180112,1778,5,1
OD00613,,20180114,711,5,0
OD00614,,20180118,951,5,-1
OD00615,,20180126,3733,5,2
OD00616,,20180124,1620,5,0
OD00617,,20180105,2016,5,2
OD00618,,20180118,1845,5,-1
OD00619,,20180118,2935,5,1
OD00620,,20180113,344,5,2
OD00621,,20180119,3092,5,1
OD00622,,20180104,1494,5,2
OD00623,,20180108,967,5,0
OD00624,,20180111,3190,5,1
OD00625,,20180105,2594,5,-1
OD00626,,20180103,1648,5,1
OD00627,,20180127,105,5,0
OD00628,,20180106,1049,5,0
OD00629,,20180108,3102,5,0
OD00630,,20180120,122,5,2
OD00631,,20180125,102,5,2
OD00632,,20180110,1096,5,2
OD00633,,20180116,2258,5,2
OD00634,,20180114,2027,5,1
OD00635,,20180114,190,5,0
OD00636,,20180117,354,5,0
OD00637,,20180107,1179,5,1
OD00638,,20180106,680,5,2
OD00639,,20180126,326,5,0
OD00640,,20180121,2045,5,0
OD00641,,20180121,52,5,1
OD00642,,20180103,2325,5,0
OD00643,,20180106,4210,5,1
OD00644,,20180104,521,5,-1
OD00645,,20180107,2638,5,-1
OD00646,,20180130,135,5,1
OD00647,,20180127,2739,5,0
OD00648,,20180126,2933,5,2
OD00649,,20180122,342,5,1
OD00650,,20180124,3586,5,2
OD00651,,20180126,159,5,2
OD00652,,20180113,1718,5,1
OD00653,,20180129,447,5,2
OD00654,,20180108,4020,5,0
OD00655,,20180104,2020,5,-1
OD00656,,20180114,1905,5,1
OD00657,,20180116,470,5,1
OD00658,,20180128,2357,5,2
OD00659,,20180123,3235,5,-1
OD00660,,20180113,1218,5,0
OD00661,,20180115,1881,5,1
OD00662,,20180115,348,5,2
OD00663,,20180111,417,5,-1
OD00664,,20180124,1070,5,0
OD00665,,20180122,4429,5,1
OD00666,,20180115,2854,5,-1
OD00667,,20180105,1322,5,1
OD00668,,20180123,5473,5,2
OD00669,,20180109,1062,5,1
OD00670,,20180129,296,5,0
OD00671,,20180111,408,5,0
OD00672,,20180121,4164,5,2
OD00673,,20180126,1825,5,-1
OD00674,,20180111,2571,5,-1
OD00675,,20180107,626,5,-1
OD00676,,20180105,1426,5,1
OD00677,,20180120,642,5,-1
OD00678,,20180130,822,5,-1
OD00679,,20180118,1403,5,1
OD00680,,20180114,2782,5,1
OD00681,,20180127,3897,5,0
OD00682,,20180112,1416,5,1
OD00683,,20180103,1223,5,0
OD00684,,20180105,682,5,-1
OD00685,,20180119,1141,5,1
OD00686,,20180126,404,5,1
OD00687,,20180130,2761,5,1
OD00688,,20180110,1195,5,0
OD00689,,20180111,383,5,1
OD00690,,20180112,120,5,1
OD00691,,20180119,2056,5,-1
OD00692,,20180128,4340,5,-1
OD00693,,20180113,2424,5,2
OD00694,,20180109,485,5,1
OD00695,,20180120,1393,5,0
OD00696,,20180112,1432,5,1
OD00697,,20180111,397,5,2
OD00698,,20180106,289,5,-1
OD00699,,20180104,80,5,2
OD00700,,20180109,1503,5,1
OD00701,,20180113,1289,5,2
OD00702,,20180115,5653,5,1
OD00703,,20180130,540,5,1
OD00704,,20180101,2217,5,0
OD00705,,20180117,626,5,2
OD00706,,20180105,281,5,2
OD00707,,20180125,2295,5,-1
OD00708,,20180114,728,5,-1
OD00709,,20180105,1281,5,2
OD00710,,20180102,765,5,2
OD00711,,20180106,1241,5,1
OD00712,,20180111,3308,5,1
OD00713,,20180126,206,5,0
OD00714,,20180118,1468,5,2
OD00715,,20180127,325,5,0
OD00716,,20180121,3544,5,2
OD00717,,20180110,1741,5,2
OD00718,,20180127,1293,5,-1
OD00719,,20180126,406,5,1
OD00720,,20180125,5409,5,0
OD00721,,20180121,1515,5,1
OD00722,,20180109,3196,5,1
OD00723,,20180122,87,5,1
OD00724,,20180111,1244,5,2
OD00725,,20180101,1237,5,-1
OD00726,,20180103,1946,5,-1
OD00727,,20180108,1515,5,2
OD00728,,20180127,1986,5,-1
OD00729,,20180118,1910,5,1
OD00730,,20180129,2885,5,1
OD00731,,20180103,379,5,0
OD00732,,20180112,511,5,1
OD00733,,20180118,556,5,1
OD00734,,20180103,3957,5,1
OD00735,,20180114,261,5,1
OD00736,,20180130,733,5,2
OD00737,,20180115,759,5,1
OD00738,,20180122,3106,5,-1
OD00739,,20180107,1148,5,0
OD00740,,20180105,552,5,0
OD00741,,20180130,665,5,2
OD00742,,20180108,1533,5,2
OD00743,,20180110,366,5,0
OD00744,,20180107,1135,5,-1
OD00745,,20180101,5897,5,-1
OD00746,,20180109,294,5,1
OD00747,,20180126,586,5,0
OD00748,,20180108,2466,5,-1
OD00749,,20180112,1703,5,1
OD00750,,20180122,2490,5,2
OD00751,,20180106,1456,5,1
OD00752,,20180109,1213,5,1
OD00753,,20180105,1055,5,2
OD00754,,20180120,976,5,2
OD00755,,20180118,2667,5,-1
OD00756,,20180123,2737,5,2
OD00757,,20180127,1082,5,-1
OD00758,,20180108,1581,5,0
OD00759,,20180125,1110,5,1
OD00760,,20180106,939,5,-1
OD00761,,20180104,3339,5,-1
OD00762,,20180130,3686,5,-1
OD00763,,20180124,289,5,1
OD00764,,20180105,1601,5,2
OD00765,,20180116,830,5,2
OD00766,,20180120,50,5,1
OD00767,,20180121,2574,5,1
OD00768,,20180104,2537,5,1
OD00769,,20180124,669,5,0
OD00770,,20180108,1950,5,2
OD00771,,20180127,716,5,1
OD00772,,20180117,2906,5,1
OD00773,,20180130,1962,5,2
OD00774,,20180106,3256,5,-1
OD00775,,20180114,969,5,1
OD00776,,20180125,1570,5,-1
OD00777,,20180127,2479,5,0
OD00778,,20180122,3567,5,0
OD00779,,20180109,27,5,2
OD00780,,20180117,2388,5,2
OD00781,,20180102,2713,5,0
OD00782,,20180118,2692,5,0
OD00783,,20180121,1302,5,2
OD00784,,20180120,2352,5,-1
OD00785,,20180122,436,5,1
OD00786,,20180107,934,5,0
OD00787,,20180115,860,5,0
OD00788,,20180105,2836,5,1
OD00789,,20180128,1835,5,-1
OD00790,,20180122,1460,5,2
OD00791,,20180107,922,5,-1
OD00792,,20180116,2771,5,2
OD00793,,20180130,244,5,-1
OD00794,,20180112,2227,5,1
OD00795,,20180121,260,5,1
OD00796,,20180102,3683,5,2
OD00797,,20180108,1954,5,0
OD00798,,20180107,1049,5,2
OD00799,,20180104,2358,5,0
OD00800,,20180127,1564,5,1
OD00801,,20180110,889,5,-1
OD00802,,20180108,3813,5,-1
OD00803,,20180108,2362,5,0
OD00804,,20180105,2514,5,-1
OD00805,,20180123,807,5,2
OD00806,,20180115,852,5,1
OD00807,,20180129,790,5,-1
OD00808,,20180122,545,5,0
OD00809,,20180114,1726,5,-1
OD00810,,20180110,2891,5,-1
OD00811,,20180120,582,5,2
OD00812,,20180109,1632,5,-1
OD00813,,20180120,2729,5,2
OD00814,,20180108,610,5,-1
OD00815,,20180119,561,5,0
OD00816,,20180122,1064,5,2
OD00817,,20180120,1224,5,0
OD00818,,20180114,1347,5,2
OD00819,,20180111,82,5,0
OD00820,,20180119,66,5,1
OD00821,,20180122,810,5,-1
OD00822,,20180113,2068,5,1
OD00823,,20180122,1820,5,2
OD00824,,20180124,646,5,-1
OD00825,,20180121,2375,5,1
OD00826,,20180102,3833,5,0
OD00827,,20180112,1108,5,1
